from_city,to_city,bus_name,bus_number,departure_time,arrival_time,duration,type,price,available_seats,total_seats,rating,features,starting_point,women_special
Salem,Tuticorin,Vivegam Travels Non-AC Seater,TN-51-HE-9798,19:00,23:10,4h 10m,AC Sleeper,540,27,50,4.0,Blanket,Salem,Yes
Karur,Chennai,TNSTC AC Sleeper,TN-66-SS-7497,18:00,01:55,7h 55m,Non-AC Sleeper,258,18,50,4.6,-,Madurai,No
Erode,Tuticorin,TNSTC Non-AC Sleeper,TN-04-TC-6596,23:15,10:45,11h 30m,Non-AC Seater,563,20,50,3.7,-,Erode,No
Kanyakumari,Pudukkottai,KPN Travels Non-AC Seater,TN-59-BL-5803,21:00,07:43,10h 43m,AC Sleeper,554,23,40,4.7,-,Coimbatore,No
Thanjavur,Cuddalore,Parveen Travels AC Seater,TN-07-DX-5213,21:45,03:32,5h 47m,Non-AC Seater,670,19,30,4.3,USB,Thanjavur,No
Chennai,Pudukkottai,SETC Non-AC Sleeper,TN-48-AP-8242,21:30,07:46,10h 16m,Non-AC Sleeper,159,22,36,3.6,-,Coimbatore,No
Trichy,Theni,SETC Non-AC Sleeper,TN-98-DB-3093,21:30,00:21,2h 51m,AC Sleeper,315,5,44,3.7,-,Trichy,Yes
Trichy,Madurai,SRM Travels AC Sleeper,TN-61-CZ-6524,21:30,02:49,5h 19m,Non-AC Seater,1091,10,36,4.3,-,Trichy,No
Theni,Ramanathapuram,Parveen Travels Non-AC Sleeper,TN-74-GS-1886,23:30,05:31,6h 1m,AC Seater,220,37,40,3.7,Blanket,Kumbakonam,Yes
Chennai,Nagercoil,KPN Travels Non-AC Sleeper,TN-33-EE-8964,22:15,09:01,10h 46m,Non-AC Seater,1389,16,50,4.5,-,Tirunelveli,No
Salem,Coimbatore,SETC Non-AC Sleeper,TN-76-BC-2229,21:30,08:34,11h 4m,AC Seater,491,29,30,4.9,-,Salem,Yes
Erode,Dindigul,SRS Travels AC Sleeper,TN-26-AB-2740,22:00,07:54,9h 54m,AC Sleeper,353,32,36,3.6,Blanket,Erode,Yes
Madurai,Cuddalore,TNSTC AC Seater,TN-67-GY-6973,20:00,22:22,2h 22m,AC Seater,206,7,44,3.7,-,Coimbatore,No
Pudukkottai,Trichy,SETC Non-AC Sleeper,TN-60-ZO-3948,21:45,07:29,9h 44m,AC Seater,576,6,40,4.1,-,Pudukkottai,No
Cuddalore,Tuticorin,SETC AC Seater,TN-25-GC-4264,18:45,22:25,3h 40m,Non-AC Sleeper,640,23,36,4.2,-,Trichy,Yes
Trichy,Hosur,TNSTC Non-AC Sleeper,TN-86-QL-9030,18:00,23:40,5h 40m,AC Seater,552,7,44,4.8,-,Trichy,No
Dindigul,Thanjavur,SETC Non-AC Seater,TN-67-WT-3798,20:00,03:00,7h 0m,AC Seater,376,34,40,4.4,-,Dindigul,No
Cuddalore,Kumbakonam,ABT Travels Non-AC Sleeper,TN-58-EI-2292,22:15,05:42,7h 27m,AC Seater,435,34,40,4.7,Blanket,Nagercoil,No
Erode,Tuticorin,TNSTC AC Seater,TN-66-QS-6285,23:30,09:20,9h 50m,AC Sleeper,467,11,50,4.8,-,Erode,No
Kumbakonam,Ramanathapuram,ABT Travels Non-AC Seater,TN-92-SC-6796,18:30,03:26,8h 56m,Non-AC Seater,1304,32,36,4.7,WiFi,Kanyakumari,Yes
Kumbakonam,Karur,SRS Travels Non-AC Sleeper,TN-35-LQ-7744,20:00,04:19,8h 19m,Non-AC Sleeper,562,12,30,3.6,Blanket,Kumbakonam,Yes
Ramanathapuram,Nagercoil,SRM Travels AC Sleeper,TN-85-YJ-5013,20:30,07:38,11h 8m,AC Sleeper,1027,20,44,3.6,WiFi,Ramanathapuram,Yes
Tuticorin,Chennai,TNSTC Non-AC Seater,TN-22-UZ-7401,18:00,23:56,5h 56m,Non-AC Sleeper,365,21,50,4.2,-,Tuticorin,Yes
Kumbakonam,Kanyakumari,TNSTC Non-AC Seater,TN-40-MM-8099,19:45,05:52,10h 7m,AC Sleeper,411,25,30,4.4,-,Kumbakonam,No
Dindigul,Thanjavur,TNSTC Non-AC Sleeper,TN-04-GB-1889,17:45,23:00,5h 15m,Non-AC Seater,715,23,44,3.7,-,Dindigul,No
Coimbatore,Tuticorin,SETC Non-AC Sleeper,TN-89-YP-6111,20:30,00:45,4h 15m,AC Sleeper,197,26,44,3.7,-,Coimbatore,Yes
Tirunelveli,Theni,TNSTC Non-AC Seater,TN-60-GX-2346,23:30,05:45,6h 15m,AC Seater,541,7,30,4.7,-,Tirunelveli,Yes
Ramanathapuram,Trichy,Vivegam Travels AC Sleeper,TN-79-RI-1923,21:30,07:31,10h 1m,Non-AC Seater,995,20,40,4.0,Water Bottle,Ramanathapuram,Yes
Theni,Thanjavur,Vivegam Travels Non-AC Seater,TN-89-XO-1360,20:30,03:22,6h 52m,AC Seater,604,22,36,4.6,Charging Port,Theni,Yes
Madurai,Trichy,Vivegam Travels AC Sleeper,TN-58-TD-7765,22:30,01:39,3h 9m,Non-AC Seater,329,11,36,4.0,Blanket,Madurai,No
Nagercoil,Ramanathapuram,SRM Travels AC Seater,TN-34-PC-1203,22:45,08:50,10h 5m,Non-AC Seater,415,14,36,4.4,Water Bottle,Nagercoil,Yes
Madurai,Tirunelveli,KPN Travels Non-AC Seater,TN-06-UK-0001,17:15,20:52,3h 37m,Non-AC Sleeper,269,36,40,3.8,WiFi,Tuticorin,No
Vellore,Chennai,SETC AC Seater,TN-00-UM-5612,19:15,23:58,4h 43m,Non-AC Seater,622,22,30,3.8,-,Vellore,No
Ramanathapuram,Pudukkottai,Parveen Travels Non-AC Sleeper,TN-63-QH-6393,23:45,02:10,2h 25m,AC Seater,949,33,44,3.7,USB,Ramanathapuram,Yes
Vellore,Karur,Vivegam Travels Non-AC Seater,TN-63-VR-0028,19:45,02:34,6h 49m,Non-AC Seater,483,25,36,3.8,-,Vellore,Yes
Tirunelveli,Nagercoil,TNSTC AC Sleeper,TN-13-IV-3855,22:30,05:08,6h 38m,Non-AC Seater,697,25,30,4.8,-,Tirunelveli,Yes
Ramanathapuram,Coimbatore,TNSTC Non-AC Seater,TN-72-FF-5330,18:15,01:00,6h 45m,Non-AC Seater,216,16,40,4.4,-,Salem,No
Erode,Ramanathapuram,SRM Travels Non-AC Seater,TN-38-XO-0386,20:45,23:27,2h 42m,Non-AC Sleeper,595,24,50,4.6,-,Erode,Yes
Erode,Salem,Parveen Travels Non-AC Sleeper,TN-89-QB-4930,22:45,07:01,8h 16m,Non-AC Sleeper,582,27,30,4.5,-,Erode,No
Tuticorin,Theni,Parveen Travels AC Seater,TN-37-NZ-9869,19:15,04:19,9h 4m,Non-AC Seater,905,22,40,3.5,Charging Port,Tuticorin,No
Tirunelveli,Pudukkottai,Parveen Travels Non-AC Sleeper,TN-24-NN-5020,18:00,01:09,7h 9m,AC Seater,935,31,40,4.1,USB,Tirunelveli,Yes
Theni,Pudukkottai,SETC AC Seater,TN-35-ZO-5644,18:30,23:37,5h 7m,Non-AC Seater,277,10,36,4.8,-,Theni,No
Salem,Karur,SETC AC Sleeper,TN-28-NH-3589,18:30,21:17,2h 47m,AC Seater,747,40,44,3.6,-,Salem,Yes
Ramanathapuram,Erode,ABT Travels AC Sleeper,TN-74-RK-7611,17:30,22:31,5h 1m,AC Sleeper,1154,48,50,4.8,USB,Ramanathapuram,Yes
Madurai,Kanyakumari,KPN Travels Non-AC Sleeper,TN-36-ND-3139,23:15,08:18,9h 3m,AC Seater,439,26,40,5.0,Water Bottle,Madurai,No
Hosur,Tuticorin,TNSTC AC Seater,TN-44-OL-7256,19:00,21:58,2h 58m,AC Sleeper,545,29,36,4.0,-,Hosur,No
Trichy,Vellore,SRM Travels AC Sleeper,TN-03-WD-2971,23:00,10:58,11h 58m,Non-AC Sleeper,387,39,40,4.5,Water Bottle,Trichy,Yes
Dindigul,Tuticorin,TNSTC AC Seater,TN-25-IX-6771,21:30,01:01,3h 31m,Non-AC Sleeper,495,37,44,4.4,-,Pudukkottai,Yes
Dindigul,Kanyakumari,Parveen Travels AC Sleeper,TN-52-KN-5765,23:00,07:18,8h 18m,AC Seater,741,10,36,4.8,Blanket,Dindigul,No
Dindigul,Tirunelveli,SRS Travels Non-AC Seater,TN-41-NA-2192,19:45,07:37,11h 52m,Non-AC Sleeper,1214,23,40,4.4,-,Ramanathapuram,Yes
Hosur,Chennai,TNSTC AC Seater,TN-66-TF-4864,22:00,02:01,4h 1m,Non-AC Seater,123,26,50,4.2,-,Hosur,Yes
Coimbatore,Theni,SRM Travels Non-AC Seater,TN-30-AE-5607,18:30,20:42,2h 12m,Non-AC Seater,1341,10,30,3.8,Blanket,Coimbatore,No
Salem,Kanyakumari,SETC Non-AC Seater,TN-27-NB-1031,22:30,08:41,10h 11m,AC Sleeper,685,40,50,4.3,-,Salem,Yes
Dindigul,Thanjavur,SETC Non-AC Sleeper,TN-12-TT-5728,22:15,06:19,8h 4m,Non-AC Sleeper,601,36,40,4.5,-,Dindigul,Yes
Vellore,Kanyakumari,TNSTC AC Seater,TN-19-VA-7592,17:15,02:16,9h 1m,Non-AC Sleeper,401,38,50,3.5,-,Vellore,Yes
Thanjavur,Dindigul,TNSTC Non-AC Seater,TN-11-EU-8056,22:30,07:00,8h 30m,Non-AC Seater,336,24,44,4.3,-,Thanjavur,Yes
Dindigul,Madurai,Vivegam Travels AC Seater,TN-89-SW-4085,22:15,09:17,11h 2m,AC Seater,1200,23,40,3.7,-,Tirunelveli,No
Salem,Coimbatore,Parveen Travels AC Sleeper,TN-80-EH-9531,19:00,02:26,7h 26m,Non-AC Sleeper,299,16,30,4.7,USB,Salem,Yes
Ramanathapuram,Thanjavur,SRM Travels AC Sleeper,TN-17-DQ-8982,20:30,02:20,5h 50m,Non-AC Seater,342,27,40,3.7,-,Ramanathapuram,Yes
Theni,Tirunelveli,TNSTC Non-AC Seater,TN-97-II-8365,20:15,08:10,11h 55m,AC Sleeper,132,8,30,3.7,-,Theni,No
Nagercoil,Cuddalore,SETC Non-AC Seater,TN-39-UV-1502,19:30,06:13,10h 43m,Non-AC Seater,159,24,50,5.0,-,Nagercoil,No
Karur,Dindigul,SRS Travels AC Seater,TN-04-QB-0803,19:45,03:49,8h 4m,AC Seater,560,34,36,3.8,-,Karur,Yes
Chennai,Madurai,TNSTC Non-AC Sleeper,TN-05-IG-8578,17:15,22:01,4h 46m,AC Seater,317,19,50,4.8,-,Chennai,Yes
Dindigul,Kanyakumari,Vivegam Travels Non-AC Sleeper,TN-44-JU-0120,19:45,04:20,8h 35m,Non-AC Sleeper,977,6,36,4.3,USB,Dindigul,No
Dindigul,Vellore,TNSTC Non-AC Sleeper,TN-55-JF-0039,18:45,06:19,11h 34m,AC Seater,160,14,44,4.7,-,Trichy,No
Trichy,Coimbatore,TNSTC Non-AC Sleeper,TN-18-ZL-0985,22:15,00:17,2h 2m,AC Seater,568,12,44,4.6,-,Trichy,Yes
Erode,Madurai,Parveen Travels AC Seater,TN-81-WS-1043,19:15,02:05,6h 50m,AC Sleeper,1078,24,40,4.5,WiFi,Erode,No
Theni,Coimbatore,SETC AC Seater,TN-65-AO-5761,18:45,06:19,11h 34m,Non-AC Seater,669,28,36,3.6,-,Salem,No
Dindigul,Tuticorin,Vivegam Travels AC Seater,TN-11-AG-8638,18:15,20:17,2h 2m,AC Sleeper,1305,28,50,3.9,Blanket,Dindigul,Yes
Kanyakumari,Hosur,ABT Travels AC Sleeper,TN-41-UM-0383,18:45,22:30,3h 45m,AC Seater,607,43,50,4.0,Charging Port,Kanyakumari,Yes
Kanyakumari,Erode,TNSTC AC Sleeper,TN-56-GG-4256,21:45,03:57,6h 12m,AC Seater,636,24,30,4.0,-,Kanyakumari,No
Pudukkottai,Erode,Parveen Travels Non-AC Sleeper,TN-60-SU-0114,21:30,03:46,6h 16m,Non-AC Sleeper,367,22,30,4.6,Water Bottle,Pudukkottai,Yes
Madurai,Trichy,ABT Travels AC Sleeper,TN-13-JQ-2854,23:00,04:55,5h 55m,Non-AC Seater,474,35,50,4.8,USB,Madurai,No
Erode,Hosur,SETC Non-AC Seater,TN-84-GJ-2332,19:45,01:54,6h 9m,AC Seater,144,11,50,4.5,-,Kumbakonam,Yes
Pudukkottai,Erode,SETC AC Seater,TN-21-YR-9369,21:45,06:48,9h 3m,Non-AC Sleeper,155,19,36,4.6,-,Hosur,No
Ramanathapuram,Kumbakonam,SRM Travels AC Sleeper,TN-07-RX-1171,18:30,22:57,4h 27m,AC Seater,581,10,44,4.0,USB,Ramanathapuram,No
Karur,Vellore,TNSTC Non-AC Sleeper,TN-49-PT-7752,17:30,20:15,2h 45m,Non-AC Sleeper,339,5,50,4.5,-,Karur,No
Trichy,Coimbatore,SETC AC Sleeper,TN-50-CC-4665,20:45,23:45,3h 0m,Non-AC Seater,736,47,50,4.4,-,Trichy,No
Tirunelveli,Ramanathapuram,Parveen Travels AC Sleeper,TN-77-CR-7976,22:45,10:15,11h 30m,Non-AC Seater,1213,37,40,3.8,WiFi,Tirunelveli,No
Tuticorin,Madurai,TNSTC AC Sleeper,TN-26-BL-5391,23:45,05:19,5h 34m,AC Seater,703,26,50,3.7,-,Tuticorin,No
Nagercoil,Cuddalore,SETC Non-AC Sleeper,TN-34-NO-6368,21:15,07:45,10h 30m,AC Seater,103,21,40,4.5,-,Nagercoil,No
Madurai,Kanyakumari,SRM Travels Non-AC Seater,TN-59-GR-1176,17:45,20:42,2h 57m,AC Sleeper,446,9,44,3.9,USB,Madurai,No
Tirunelveli,Karur,TNSTC Non-AC Sleeper,TN-40-CU-0938,23:45,01:46,2h 1m,AC Sleeper,124,16,50,4.5,-,Tirunelveli,Yes
Cuddalore,Chennai,SETC AC Sleeper,TN-46-TF-2263,21:00,00:58,3h 58m,Non-AC Seater,380,10,50,3.8,-,Tuticorin,No
Tuticorin,Dindigul,TNSTC Non-AC Sleeper,TN-90-ZQ-8468,21:30,05:00,7h 30m,AC Sleeper,176,20,50,4.4,-,Tuticorin,Yes
Tirunelveli,Madurai,SRM Travels Non-AC Sleeper,TN-35-DZ-4053,17:15,04:12,10h 57m,AC Seater,655,9,44,4.2,Water Bottle,Tirunelveli,Yes
Cuddalore,Kumbakonam,SRM Travels Non-AC Sleeper,TN-53-WV-8989,19:30,04:08,8h 38m,Non-AC Seater,1250,27,40,3.5,WiFi,Cuddalore,Yes
Kanyakumari,Salem,ABT Travels Non-AC Sleeper,TN-80-RB-8202,23:15,05:23,6h 8m,Non-AC Seater,358,18,50,5.0,WiFi,Kanyakumari,Yes
Erode,Tirunelveli,SETC Non-AC Sleeper,TN-58-PU-7655,20:15,05:11,8h 56m,Non-AC Seater,769,50,50,4.7,-,Erode,Yes
Pudukkottai,Tuticorin,SRM Travels AC Seater,TN-47-JQ-3803,22:45,05:11,6h 26m,AC Seater,1339,28,40,4.5,Charging Port,Cuddalore,No
Dindigul,Tirunelveli,KPN Travels AC Sleeper,TN-71-CX-7299,20:00,06:20,10h 20m,AC Sleeper,491,19,36,4.8,Blanket,Dindigul,Yes
Karur,Pudukkottai,SETC Non-AC Seater,TN-65-JH-3239,17:00,21:43,4h 43m,Non-AC Seater,780,25,44,3.9,-,Karur,Yes
Thanjavur,Pudukkottai,Parveen Travels AC Seater,TN-72-HG-4146,22:45,02:55,4h 10m,Non-AC Sleeper,798,13,40,4.2,USB,Thanjavur,No
Salem,Hosur,KPN Travels AC Seater,TN-10-SW-9677,20:30,00:08,3h 38m,Non-AC Sleeper,1252,35,50,4.4,-,Salem,Yes
Dindigul,Tuticorin,SETC AC Seater,TN-63-SG-8507,21:45,04:11,6h 26m,Non-AC Sleeper,449,30,36,4.1,-,Dindigul,Yes
Theni,Dindigul,TNSTC AC Seater,TN-58-BR-4547,18:15,23:32,5h 17m,Non-AC Seater,494,6,36,4.5,-,Theni,No
Erode,Cuddalore,SRM Travels AC Seater,TN-52-OY-4393,18:15,20:32,2h 17m,Non-AC Seater,1409,28,44,3.8,-,Trichy,Yes
Tirunelveli,Kumbakonam,ABT Travels Non-AC Sleeper,TN-89-SB-9117,23:30,08:04,8h 34m,AC Seater,354,48,50,4.9,Charging Port,Tirunelveli,Yes
Theni,Cuddalore,TNSTC AC Seater,TN-46-VU-5845,22:30,00:55,2h 25m,Non-AC Sleeper,273,19,50,4.2,-,Theni,Yes
Dindigul,Tuticorin,Parveen Travels AC Sleeper,TN-50-XL-8248,23:00,04:33,5h 33m,Non-AC Seater,216,22,30,4.3,WiFi,Dindigul,No
Tuticorin,Kumbakonam,SRS Travels Non-AC Seater,TN-51-MV-9790,17:15,23:04,5h 49m,AC Sleeper,1387,26,36,4.8,Charging Port,Tuticorin,Yes
Chennai,Trichy,SETC AC Sleeper,TN-97-KE-6787,19:15,21:16,2h 1m,AC Sleeper,264,9,36,4.3,-,Chennai,No
Ramanathapuram,Trichy,TNSTC Non-AC Sleeper,TN-78-KQ-0657,23:45,05:58,6h 13m,AC Sleeper,671,20,30,3.8,-,Theni,No
Karur,Coimbatore,Parveen Travels AC Sleeper,TN-61-AX-4570,18:00,23:17,5h 17m,AC Seater,1377,18,36,3.9,-,Karur,No
Vellore,Kanyakumari,Parveen Travels AC Seater,TN-71-YN-8859,20:45,03:01,6h 16m,AC Seater,434,13,40,4.6,-,Vellore,Yes
Chennai,Theni,SETC Non-AC Sleeper,TN-20-RE-8865,17:30,00:35,7h 5m,AC Sleeper,375,34,36,4.1,-,Chennai,Yes
Cuddalore,Hosur,SETC Non-AC Sleeper,TN-56-OR-6185,21:15,07:48,10h 33m,AC Seater,390,46,50,4.2,-,Cuddalore,Yes
Cuddalore,Coimbatore,Parveen Travels AC Seater,TN-59-KB-7320,18:30,01:13,6h 43m,AC Seater,990,31,36,5.0,USB,Cuddalore,No
Nagercoil,Kanyakumari,SRM Travels Non-AC Seater,TN-90-TE-1226,22:00,00:56,2h 56m,Non-AC Sleeper,916,7,36,4.4,-,Nagercoil,No
Thanjavur,Dindigul,TNSTC Non-AC Seater,TN-50-UE-2654,19:00,03:57,8h 57m,Non-AC Seater,503,26,40,3.6,-,Thanjavur,Yes
Kumbakonam,Thanjavur,TNSTC AC Sleeper,TN-91-EF-8039,21:00,05:55,8h 55m,Non-AC Seater,772,10,30,4.8,-,Kumbakonam,No
Nagercoil,Hosur,Vivegam Travels Non-AC Sleeper,TN-31-WX-6082,18:30,22:01,3h 31m,AC Seater,405,36,40,4.3,Charging Port,Nagercoil,No
Karur,Tuticorin,SETC AC Seater,TN-95-GJ-1947,18:00,02:40,8h 40m,AC Seater,317,25,50,4.9,-,Karur,Yes
Cuddalore,Salem,SETC Non-AC Seater,TN-28-WA-6727,22:15,04:58,6h 43m,Non-AC Sleeper,196,37,40,4.1,-,Cuddalore,No
Kumbakonam,Pudukkottai,TNSTC AC Seater,TN-01-BJ-5415,17:00,20:40,3h 40m,Non-AC Sleeper,797,30,40,4.4,-,Kumbakonam,No
Kanyakumari,Tuticorin,TNSTC Non-AC Seater,TN-82-OD-6135,18:30,20:43,2h 13m,Non-AC Sleeper,668,38,40,3.8,-,Kanyakumari,No
Dindigul,Trichy,TNSTC AC Seater,TN-51-AL-4007,19:45,06:34,10h 49m,AC Sleeper,545,34,44,4.9,-,Dindigul,No
Hosur,Thanjavur,KPN Travels Non-AC Sleeper,TN-38-KZ-9655,18:45,02:16,7h 31m,AC Seater,1380,38,44,3.8,Water Bottle,Hosur,Yes
Nagercoil,Erode,KPN Travels Non-AC Seater,TN-49-OM-6580,20:15,00:32,4h 17m,Non-AC Sleeper,335,13,36,3.6,-,Dindigul,No
Ramanathapuram,Salem,KPN Travels AC Sleeper,TN-41-RW-4405,18:30,21:42,3h 12m,Non-AC Seater,1070,27,36,4.7,Charging Port,Thanjavur,Yes
Thanjavur,Tuticorin,SETC Non-AC Sleeper,TN-93-ES-6284,20:15,06:52,10h 37m,AC Sleeper,290,25,40,4.9,-,Thanjavur,No
Salem,Tirunelveli,ABT Travels AC Sleeper,TN-00-VG-9519,17:45,01:09,7h 24m,Non-AC Seater,664,30,36,3.8,Blanket,Salem,No
Thanjavur,Kumbakonam,ABT Travels AC Seater,TN-56-LV-9343,21:00,04:39,7h 39m,Non-AC Sleeper,1473,36,50,3.5,-,Coimbatore,No
Madurai,Nagercoil,SETC AC Sleeper,TN-44-NU-2219,23:45,10:35,10h 50m,Non-AC Sleeper,292,28,44,4.8,-,Madurai,No
Kumbakonam,Kanyakumari,SETC Non-AC Sleeper,TN-57-WG-4971,23:45,11:26,11h 41m,AC Sleeper,202,9,44,3.6,-,Pudukkottai,No
Cuddalore,Kumbakonam,Parveen Travels Non-AC Seater,TN-30-HV-6081,20:45,02:28,5h 43m,Non-AC Seater,915,20,40,4.0,Water Bottle,Cuddalore,No
Chennai,Tuticorin,SETC Non-AC Sleeper,TN-28-BS-6782,20:30,00:33,4h 3m,AC Seater,343,42,44,4.7,-,Chennai,Yes
Trichy,Ramanathapuram,TNSTC AC Sleeper,TN-46-SB-0562,21:30,00:17,2h 47m,AC Sleeper,533,12,36,3.7,-,Trichy,Yes
Trichy,Tuticorin,TNSTC Non-AC Seater,TN-92-EB-4246,18:30,20:46,2h 16m,Non-AC Seater,339,13,50,4.4,-,Trichy,Yes
Kumbakonam,Dindigul,ABT Travels Non-AC Sleeper,TN-54-XB-4544,20:30,22:53,2h 23m,AC Sleeper,1042,24,36,4.8,Blanket,Kumbakonam,No
Dindigul,Vellore,SETC AC Sleeper,TN-23-GA-1171,21:00,23:28,2h 28m,AC Seater,628,9,50,3.9,-,Dindigul,Yes
Pudukkottai,Coimbatore,TNSTC Non-AC Seater,TN-81-CO-2315,21:45,03:04,5h 19m,Non-AC Seater,422,12,30,4.2,-,Pudukkottai,No
Pudukkottai,Trichy,SRS Travels Non-AC Sleeper,TN-68-XF-5056,22:00,08:13,10h 13m,AC Seater,791,20,40,4.9,WiFi,Karur,No
Karur,Tuticorin,KPN Travels AC Seater,TN-89-ND-4403,17:30,01:34,8h 4m,Non-AC Seater,1151,17,44,3.8,USB,Trichy,No
Chennai,Pudukkottai,Parveen Travels Non-AC Sleeper,TN-43-JG-0490,21:45,08:18,10h 33m,AC Seater,1192,26,36,3.5,WiFi,Chennai,Yes
Chennai,Kumbakonam,Parveen Travels Non-AC Sleeper,TN-56-RQ-1701,20:15,23:42,3h 27m,Non-AC Seater,762,22,50,4.1,-,Thanjavur,No
Karur,Kanyakumari,SETC AC Seater,TN-33-ZK-1746,21:30,00:20,2h 50m,AC Seater,581,23,30,4.0,-,Karur,No
Karur,Dindigul,SETC AC Seater,TN-24-UR-2734,18:45,02:54,8h 9m,Non-AC Seater,511,13,40,3.7,-,Karur,Yes
Hosur,Vellore,Parveen Travels Non-AC Sleeper,TN-89-AY-8674,18:00,00:32,6h 32m,Non-AC Seater,519,26,30,3.5,USB,Hosur,No
Karur,Ramanathapuram,SRM Travels AC Seater,TN-86-US-2223,22:00,00:42,2h 42m,AC Sleeper,462,39,40,4.3,Water Bottle,Karur,No
Cuddalore,Madurai,SETC Non-AC Seater,TN-06-HH-9417,20:30,23:38,3h 8m,Non-AC Seater,351,20,44,3.8,-,Pudukkottai,No
Tirunelveli,Pudukkottai,TNSTC Non-AC Sleeper,TN-98-SR-1890,18:00,21:51,3h 51m,Non-AC Sleeper,762,12,36,3.8,-,Tirunelveli,No
Kumbakonam,Salem,ABT Travels Non-AC Sleeper,TN-91-FK-5894,22:00,03:10,5h 10m,AC Sleeper,466,29,50,4.0,WiFi,Kumbakonam,No
Tuticorin,Madurai,TNSTC AC Seater,TN-72-ZO-2124,20:45,01:15,4h 30m,AC Seater,513,18,44,4.2,-,Tuticorin,No
Tirunelveli,Chennai,TNSTC Non-AC Sleeper,TN-95-BQ-7994,20:45,01:20,4h 35m,Non-AC Sleeper,308,23,36,4.9,-,Tirunelveli,No
Tuticorin,Salem,Vivegam Travels Non-AC Sleeper,TN-43-NW-5935,20:45,23:23,2h 38m,AC Seater,1393,25,44,4.4,WiFi,Tuticorin,No
Thanjavur,Vellore,TNSTC Non-AC Seater,TN-58-KN-8119,22:15,07:05,8h 50m,AC Sleeper,201,21,30,4.8,-,Thanjavur,Yes
Pudukkottai,Erode,KPN Travels AC Sleeper,TN-62-KZ-3802,21:00,04:02,7h 2m,Non-AC Seater,1194,16,50,4.0,Charging Port,Pudukkottai,Yes
Cuddalore,Salem,TNSTC AC Sleeper,TN-94-QA-0050,23:30,07:15,7h 45m,Non-AC Sleeper,465,9,44,4.9,-,Cuddalore,Yes
Thanjavur,Madurai,SETC AC Sleeper,TN-53-VQ-0092,23:45,04:30,4h 45m,Non-AC Sleeper,223,18,50,3.6,-,Thanjavur,No
Theni,Dindigul,TNSTC AC Seater,TN-47-QE-3351,18:15,02:01,7h 46m,AC Sleeper,626,12,30,3.8,-,Nagercoil,Yes
Ramanathapuram,Tuticorin,SETC AC Seater,TN-84-LR-5867,19:15,22:46,3h 31m,AC Sleeper,407,20,36,4.7,-,Ramanathapuram,Yes
Nagercoil,Madurai,SETC AC Sleeper,TN-14-FU-3230,18:00,02:54,8h 54m,AC Sleeper,707,8,30,4.3,-,Nagercoil,Yes
Kumbakonam,Ramanathapuram,TNSTC AC Sleeper,TN-85-VQ-9369,21:15,08:33,11h 18m,Non-AC Sleeper,677,19,44,3.7,-,Kumbakonam,Yes
Kanyakumari,Dindigul,SRM Travels Non-AC Sleeper,TN-58-TH-2464,22:45,08:41,9h 56m,AC Seater,432,11,40,4.9,Charging Port,Kanyakumari,No
Thanjavur,Nagercoil,SRS Travels Non-AC Sleeper,TN-17-CK-3477,18:45,04:55,10h 10m,AC Seater,808,29,44,4.3,WiFi,Thanjavur,Yes
Salem,Kumbakonam,Vivegam Travels Non-AC Sleeper,TN-67-AA-7844,21:30,01:20,3h 50m,Non-AC Seater,1269,32,36,5.0,WiFi,Salem,No
Madurai,Tirunelveli,SETC Non-AC Seater,TN-28-GQ-3274,21:30,01:45,4h 15m,Non-AC Seater,322,18,50,3.5,-,Madurai,No
Nagercoil,Dindigul,TNSTC Non-AC Sleeper,TN-14-UJ-5566,18:30,21:28,2h 58m,AC Sleeper,403,46,50,3.8,-,Nagercoil,No
Kanyakumari,Nagercoil,KPN Travels AC Sleeper,TN-08-WX-6194,21:00,03:38,6h 38m,Non-AC Sleeper,228,26,30,4.4,Blanket,Vellore,Yes
Thanjavur,Kumbakonam,KPN Travels AC Seater,TN-11-RG-8170,23:00,02:01,3h 1m,AC Seater,422,34,36,4.0,Charging Port,Thanjavur,Yes
Kanyakumari,Kumbakonam,SRS Travels AC Seater,TN-74-YF-8328,22:30,09:21,10h 51m,Non-AC Sleeper,1299,16,36,5.0,Charging Port,Kanyakumari,Yes
Tirunelveli,Salem,SETC Non-AC Sleeper,TN-85-NJ-0605,21:30,02:21,4h 51m,AC Sleeper,438,38,40,4.6,-,Tirunelveli,No
Vellore,Chennai,SETC Non-AC Seater,TN-59-GY-7929,21:45,08:42,10h 57m,Non-AC Sleeper,306,38,40,3.5,-,Vellore,Yes
Karur,Cuddalore,ABT Travels Non-AC Seater,TN-47-CX-2059,18:15,02:54,8h 39m,Non-AC Seater,664,18,40,4.4,Charging Port,Karur,Yes
Madurai,Salem,ABT Travels AC Sleeper,TN-63-BB-0524,21:45,06:26,8h 41m,AC Seater,1274,6,30,4.7,Blanket,Vellore,No
Thanjavur,Theni,Vivegam Travels AC Sleeper,TN-51-QH-8648,22:30,06:07,7h 37m,Non-AC Sleeper,896,19,40,4.7,USB,Thanjavur,No
Dindigul,Hosur,Parveen Travels AC Seater,TN-94-EX-4029,18:30,04:20,9h 50m,Non-AC Seater,1437,40,44,3.7,Blanket,Dindigul,No
